MobileMedia2,MediaSelection,Photo,Music,Video,MusicPlayer,MediaManagement,Favourites,SetFavourites,ViewFavourites,CopyMedia,SMSTransfer,ReceivePhoto,SendPhoto,ScreenSize,Screen1,Screen2,Screen3,Speakerphone,Calendar,Radio,CallManager,TVDigital,OS,Androide,WindowsMobile,Symbia,iOS,TouchScreen,Connectivity,Bluetooth,WiFi,Gmail,GoogleMaps,Youtube,GPS,ResolutionCamera,Resolution3MP,Resolution8MP,Language,Portuguese,English,Spanish,Cost,Cache
True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,100,2371
True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,True,100,6521
True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,True,100,4526
True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,True,100,6693
True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,True,100,5430
True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,100,1335
True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,100,2397
True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,True,100,4103
True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,True,100,6645
True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,True,100,4087
True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,False,True,100,969
True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,100,2230
True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,100,6382
True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,100,2727
True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,100,5692
True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,100,2402
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,100,6212
True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,100,5740
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,100,5682
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True,100,6444
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,True,False,False,False,True,False,False,True,100,1041
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,True,100,6916
True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,True,100,2864
True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,True,100,1457
True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,True,100,6286
True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,True,100,2163
True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,True,100,7879
True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,100,4557
True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,100,1605
True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,100,1335
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,100,7435
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,100,4476
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,True,False,False,True,100,5994
True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,True,False,False,True,100,5743
True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,True,True,False,True,False,False,False,True,False,False,True,100,6655
True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,100,3144
True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,False,False,True,False,False,True,100,116
True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,100,7395
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,100,7725
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,100,5196
True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,100,4135
True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,True,False,True,100,2932
True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,True,100,2138
True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,True,100,5782
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,True,100,819
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,False,False,False,False,True,True,False,True,100,6013
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,False,False,False,False,True,True,False,False,100,348
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,100,3140
True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,100,4698
True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,True,False,False,100,6900
True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,100,3275
True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,100,3281
True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,100,1617
True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,100,5808
True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,100,975
True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,100,5543
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,100,3729
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,False,100,4745
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,True,100,6106
True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,True,100,2138
True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,True,100,305
True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,True,100,123
True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,True,100,3137
True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,True,True,False,True,100,574
True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,2863
True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,6622
True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,100,2039
True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,100,3699
True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,100,6495
True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,100,7027
True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,100,760
True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,100,5665
True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,100,6005
True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,100,5484
True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,100,1259
True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,100,5990
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,100,5433
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,100,4283
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True,100,6659
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True,100,4870
True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True,100,1447
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True,100,697
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True,100,1947
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,100,6263
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,True,100,2993
True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,True,100,6895
True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,True,False,True,100,1080
True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,True,100,7559
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,True,100,4483
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,True,False,True,100,1499
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,100,6529
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,100,5998
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,100,3289
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,False,False,100,3569
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,False,False,100,2410
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,False,True,100,7533
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,False,True,100,4334
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,100,1136
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,True,100,1719
True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,True,100,7931
True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,True,100,6900
