MobileMedia2,MediaSelection,Photo,Music,Video,MusicPlayer,MediaManagement,Favourites,SetFavourites,ViewFavourites,CopyMedia,SMSTransfer,ReceivePhoto,SendPhoto,ScreenSize,Screen1,Screen2,Screen3,Speakerphone,Calendar,Radio,CallManager,TVDigital,OS,Androide,WindowsMobile,Symbia,iOS,TouchScreen,Connectivity,Bluetooth,WiFi,Gmail,GoogleMaps,Youtube,GPS,ResolutionCamera,Resolution3MP,Resolution8MP,Language,Portuguese,English,Spanish,Cost,Cache
True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,100,368
True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,2411
True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,4307
True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,100,4585
True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,100,7674
True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,100,1
True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,100,5852
True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,100,2116
True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,100,5030
True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,100,742
True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,100,2333
True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,100,6075
True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,100,3149
True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,100,7862
True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,4364
True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,7707
True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,2504
True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,1212
True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,7480
True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,100,4116
True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,100,4826
True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,100,3979
True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,5464
True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,5726
True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,4694
True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,2519
True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,6526
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,5991
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,2562
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,100,6649
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,100,411
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,100,138
True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,100,6501
True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,100,6190
True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,100,892
True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,100,1167
True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,100,3079
True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,100,4212
True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,True,100,7026
True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,True,100,2601
True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,True,100,2983
True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,True,100,6297
True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,100,5778
True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,100,6944
True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,True,100,7310
True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,True,100,7243
True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,True,100,3867
True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,False,True,100,961
True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,100,1523
True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,100,4501
True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,100,6631
True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,100,4664
True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,100,7054
True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,100,2675
True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,100,3194
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,100,4120
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True,100,3025
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,True,False,False,False,True,False,False,True,100,5220
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,True,100,870
True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,True,100,5496
True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,True,100,922
True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,True,100,1129
True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,True,100,2692
True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,True,100,6415
True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,100,401
True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,100,5597
True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,100,7452
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,100,1984
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,100,2220
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,True,False,False,True,100,189
True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,True,False,False,True,100,7209
True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,True,True,False,True,False,False,False,True,False,False,True,100,5510
True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,100,7660
True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,False,False,True,False,False,True,100,3072
True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,100,3635
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,100,6003
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,100,4502
True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,100,1006
True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,True,False,True,100,5401
True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,True,100,4706
True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,True,100,1702
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,True,100,3564
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,False,False,False,False,True,True,False,True,100,4933
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,False,False,False,False,True,True,False,False,100,2990
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,100,219
True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,100,6611
True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,True,False,False,100,7690
True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,100,4470
True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,100,2789
True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,100,4687
True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,100,2480
True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,100,400
True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,100,642
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,100,2894
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,False,100,617
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,True,100,531
True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,True,100,1530
True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,True,100,750
True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,True,100,5572
True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,True,100,7670
True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,True,True,False,True,100,6217
True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,4278
True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,100,4568
True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,100,6869
True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,100,3801
True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,100,6919
True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,100,2562
True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,100,3752
True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,100,6256
True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,100,3089
True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,100,6268
True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,100,6319
True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,100,2613
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,100,3225
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,100,7482
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True,100,3158
True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True,100,3438
True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True,100,7825
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True,100,1023
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True,100,6469
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,100,7978
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,True,100,3042
True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,True,100,3653
True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,True,False,True,100,6263
True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,True,100,3917
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,True,100,553
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,True,False,True,100,6691
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,100,5875
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,100,7781
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,100,950
True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,False,False,100,1196
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,False,False,100,7844
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,False,True,100,1976
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,False,True,100,6237
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,100,7807
True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,True,100,6914
True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,True,100,5331
True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,True,100,2893
